"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Gender","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator name","YEAR","Year","Value","Flag Codes","Flags"
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",32.265,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",33.977,,
"BEL","Belgium","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",34.178,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",34.336,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",35.054,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",35.428,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",35.117,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",26.239,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",26.875,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",27.052,,
"CAN","Canada","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",26.673,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",43.485,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",42.66,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",42.504,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",42.545,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",30.043,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",29.487,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",29.131,,
"CZE","Czech Republic","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",29.19,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",44.102,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",43.655,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",43.615,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",43.642,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",32.252,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",31.808,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",31.651,,
"DNK","Denmark","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",31.73,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",38.186,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",37.796,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",37.624,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",37.49,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",31.644,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",32.048,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",32.579,,
"FIN","Finland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",32.583,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",35.558,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",36.404,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",37.439,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",38.802,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",29.483,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",30.233,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",30.951,,
"FRA","France","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",31.896,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",30.633,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",31.32,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",32.117,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",32.861,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",27.962,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",27.213,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",27.568,,
"DEU","Germany","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",27.727,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",41.695,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",43.536,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",44.861,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",48.188,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",39.656,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",42.443,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",43.233,,
"GRC","Greece","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",44.226,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",29.883,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",29.142,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",29.03,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",28.948,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",23.766,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",23.024,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",22.922,,
"HUN","Hungary","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",23.142,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",36.015,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",35.298,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",34.253,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",32.954,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",23.907,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",22.326,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",20.978,,
"ISL","Iceland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",20.299,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",36.659,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",36.567,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",37.709,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",38.853,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",33.518,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",34.245,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",34.872,,
"IRL","Ireland","Y20T24","20-24 years","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2018","2018",35.027,,
"ITA","Italy","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",37.715,,
"ITA","Italy","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",36.511,,
"ITA","Italy","Y20T24","20-24 years","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2017","2017",38.581,,
